Job ID,Agency,Job Title,Salary,Work Location,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
200757,DEPT OF HEALTH/MENTAL HYGIENE,"Deputy Director of Clinic Linkage, Center for Health Equity/Bronx District Public Health Office/New York City Teens Connection",51757,"1826 Arthur Ave., Bronx","The newly created Center for Health Equity will align efforts in advancing health equity across the City and ensure that we deploy resources to reduce health and mental hygiene disparities across all neighborhoods in NYC.  The Center will work in collaboration with community-based partners, building on work the District Public Health Offices and others have pursued over the years.  The Center will focus on these key areas:  leveraging community assets to better integrate primary care and public health to serve the health needs of communities; building inter-agency collaboration to implement multi-sectorial approach to addressing the root causes of health disparities; and increasing organizational capacity that strengthens the agencyâ€™s lens of addressing health equity.  New York City Teens Connection (NYCTC) offers an exciting, unique opportunity for a public health professional to work on an innovative project to engage with teachers and other school leaders, teens, parents, community leaders, clinical services providers, and other stakeholders that work with teens. The overall project aim is to foster an environment where all teens develop the skills and have the tools needed to make informed choices about their sexual and reproductive health, and know where to go for health services.    DUTIES The New York City Teens Connection Deputy Director of Clinic Linkages will: â€¢	Implement the Clinical Linkage model among partnering schools and local teen-friendly  clinics in the Bronx, Brooklyn and Staten Island.  â€¢	Works closely with the Evidence-Based Programs in High Schools to implement the Clinical linkage model among partnering high schools and area clinics and school-based health centers that offer teenâ€“accessible sexual health services.  â€¢	Supervise Local Clinic Linkage Coordinator staff as they facilitate and supervise linkages in each target area.  â€¢	Oversee contracts for the provision of training and technical assistance  to partnering communityâ€“based clinics, with a focus on best practices in sexual and reproductive health services for teens.  â€¢	Collect, manage and analyze clinic data and prepare reports, as required.  â€¢	Work closely with the Sr. Evaluation Coordinator  to ensure evaluation requirements are met by partnering community â€“based clinics, high schools and youth-serving organizations.","1. A baccalaureate degree from an accredited college and five years of full-time professional satisfactory experience acquired within the last fifteen years, in a health services setting such as a laboratory, hospital, or other patient care facility, or in a public health, environmental health, or mental hygiene program, at least 18 months of which must have been in a managerial capacity, consisting of managerial experience clearly demonstrating the ability to perform difficult and responsible managerial work, requiring independent decision-making concerning program management, planning, allocation of resources, and the scheduling and assignment of work     2. Education and/or experience equivalent to ''1'' above. Education may be substituted for experience on the basis that each 30 graduate semester credits from an accredited college in hospital administration, public health, public administration, business administration, management or administration can be substituted for one year of non-managerial experience up to a maximum of 60 semester credits for two years. However, all candidates must have a minimum of a baccalaureate degree and 18 months of managerial experience as described in ''1'' above.","â€¢	Experience working in a clinical setting and /or providing health-related training  â€¢	Experience with community-based research and evaluation  â€¢	Knowledge about clinical quality improvement activities  â€¢	Knowledge about adolescent sexual and reproductive health  â€¢	Excellent verbal, written and presentation skills  â€¢       Masterâ€™s in Public Health or equivalent education and work experience.",2015-07-22
192766,DEPT OF ENVIRONMENT PROTECTION,Mechanical Engineer,59743,59-17 Junction Blvd Corona Ny,"Under general supervision prepares or supervises the preparation, examination or review of the mechanical engineering portions or aspects of the basic design plan for major projects such as construction, remodeling, operation, maintenance or repair of public works, structures or installations. Prepares designs, plans, contract and working drawings, contract specifications and other technical specifications.   Supervises the conduct of construction inspection operations with particular reference to mechanical installations or apparatus, or in the inspection or testing in a laboratory, manufacturer's plant or on a job site of equipment or materials to be incorporated in public works, plants or structures or the inspection of premises, in connection with the issuance of requisite and pertinent permits and compliance with the provisions of law, rule and regulation.   Examines the mechanical engineering aspects of plans for buildings or structures to secure adherence to the provisions of the Building Code and other pertinent laws, rules and regulations.  May sign and seal engineering and other official documents.","(1) Four (4) years of full-time, satisfactory experience in mechanical engineering work; and  (2) A valid New York State Professional Engineerâ€™s License. Current New York State registration as a Professional Engineer must be maintained for the duration of your employment.  A masters degree in mechanical engineering from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA) may be substituted for one year of the mechanical engineering experience required in â€œ1'' above.  Special Note:  In addition to above qualification requirements, to be eligible for placement in Assignment Levels II and III, individuals must have at least one year within the last three years of experience as a major contributor or a project leader on a complex project requiring additional and specific expertise in the disciplines needed to design or construct the project.",Experience in AutoCad necessary.  Possession of a NYS Driver's License which must be maintained during the length of employment.,2015-05-14
192766,DEPT OF ENVIRONMENT PROTECTION,Mechanical Engineer,59743,59-17 Junction Blvd Corona Ny,"Under general supervision prepares or supervises the preparation, examination or review of the mechanical engineering portions or aspects of the basic design plan for major projects such as construction, remodeling, operation, maintenance or repair of public works, structures or installations. Prepares designs, plans, contract and working drawings, contract specifications and other technical specifications.   Supervises the conduct of construction inspection operations with particular reference to mechanical installations or apparatus, or in the inspection or testing in a laboratory, manufacturer's plant or on a job site of equipment or materials to be incorporated in public works, plants or structures or the inspection of premises, in connection with the issuance of requisite and pertinent permits and compliance with the provisions of law, rule and regulation.   Examines the mechanical engineering aspects of plans for buildings or structures to secure adherence to the provisions of the Building Code and other pertinent laws, rules and regulations.  May sign and seal engineering and other official documents.","(1) Four (4) years of full-time, satisfactory experience in mechanical engineering work; and  (2) A valid New York State Professional Engineerâ€™s License. Current New York State registration as a Professional Engineer must be maintained for the duration of your employment.  A masters degree in mechanical engineering from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA) may be substituted for one year of the mechanical engineering experience required in â€œ1'' above.  Special Note:  In addition to above qualification requirements, to be eligible for placement in Assignment Levels II and III, individuals must have at least one year within the last three years of experience as a major contributor or a project leader on a complex project requiring additional and specific expertise in the disciplines needed to design or construct the project.",Experience in AutoCad necessary.  Possession of a NYS Driver's License which must be maintained during the length of employment.,2015-05-14
192961,DEPT OF HEALTH/MENTAL HYGIENE,"Application Examiner, Office of Vital Records (Corrections and Amendments Unit)",35284,"125 Worth Street, Nyc","**OPEN TO PERMANENT CLERICAL ASSOCIATES ONLY. YOU MUST CLEARLY STATE YOUR CIVIL SERVICE STATUS ON YOUR RESUME OR COVER LETTER.  ALL OTHER RESUMES WILL NOT BE CONSIDERED.  The NYC Department of Health and Mental Hygiene (DOHMH) is an agency recognized worldwide for being a leader in public health.  The Bureau of Vital Statistics is responsible for registering and certifying all birth, deaths, spontaneous and induced terminations of pregnancy in NYC.  The bureau issues, analyzes and reports on 285,000 vital events each year.  The bureau is a very large customer service operation, providing death certification services on a 24/7 basis, issuing more than 900,000 certified copies of birth and death records, and fulfilling hundreds of data requests annually.  The Office of Vital Records has 2 openings for Clerical Associate IV to work in the Corrections Unit.  This position is only open to permanent Clerical Associates.  The Corrections Unit is responsible for processing 35,000 applications annually to correct and amend birth and death certificates.    -	Process birth and death applications for various types of corrections including Adoptions and Paternities.   -	Deliver excellent customer service, including resolving and addressing customer problems.  -	Review confidential documents submitted with application for corrections. 	 -	 Answer and respond to telephone inquiries from other City, State and Federal agencies.  -	Addresses and solves complex problems regarding the correction of certificates.  -	 Perform other related clerical support functions as assigned.",Qualification Requirements  A four-year high school diploma or its educational equivalent approved by a State's department of education or a recognized accrediting organization and one year of satisfactory clerical experience.  Skills Requirement  Keyboard familiarity with the ability to type at a minimum of 100 key strokes (20 words) per minute.,"Experience with computerized systems; Knowledge of detailed record keeping systems; ability to work under pressure; excellent oral, written, administrative and interpersonal skills.",2015-05-08
197355,DEPT OF ENVIRONMENT PROTECTION,"Deputy Commissioner, Wastewater Treatment",198518,96-05 Horace Harding Expway,"The NYC Department of Environmental Protection (DEP) is seeking to fill the position of Deputy Commissioner for the Bureau of Wastewater Treatment, a position that offers the unique opportunity to lead a critical public health and environmental operation in the most amazing city in the country.   DEPâ€™s 6,000 employees are dedicated to protecting public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous material pollution. The scale of our organization is unmatched by any other water utility in the nation â€“ each day, DEP delivers one billion gallons of high quality drinking water a day to more than nine million New Yorkers and collects and treats an average of 1.3 billion gallons of wastewater at 14 wastewater treatment plants. As a result of DEPâ€™s investments in our wastewater treatment system, the New York Harbor is the cleanest it has been in more than a century. To support these functions, DEP has one of the largest capital construction portfolios in the City, with $11 billion of work under construction and an additional $3 billion in design.  Reporting to the Commissioner, the Deputy Commissioner will provide leadership and policy direction for the largest of DEPâ€™s bureaus, with an annual operating budget of $387 million and 1,800 employees. The bureauâ€™s robust infrastructure includes 14 wastewater treatment plants, eight sludge dewatering facilities, 96 wastewater pumping stations, five wastewater and three microbiology laboratories, and related facilities and marine vessels for transporting sludge and monitoring waterways.   The Bureau of Wastewater Treatment is led by the Deputy Commissioner with two supporting Assistant Commissioners. The bureau consists of the following divisions:  â€¢	Plant Operations  â€¢	Collections & Residuals Management  â€¢	Engineering & Budget  â€¢	Capital Planning & Asset Management  â€¢	Regulatory Compliance & Administration  â€¢	Environmental Health & Safety   The Deputy Commissioner will be responsible for leading continuous improvements in wastewater operations and sustaining DEPâ€™s national reputation within the industry for innovation, excellence, and safety. Maintaining the system in a state of good repair and planning future upgrades will be of tremendous importance in this role. The Deputy Commissioner will work collaboratively with the executive team to develop and implement innovative solutions to more effectively manage storm water, protect critical infrastructure from sea level rise, and address the other challenges posed by climate change.  DEP is one of the largest users of energy in the City.  The Deputy Commissioner will be responsible for realizing substantial reductions in energy consumption by employing innovative processes including the reuse of methane gas.   In addition, the Deputy Commissioner will be responsible for making final recommendations to the Commissioner concerning extremely complex, technical, and often controversial programs concerning Federal and State water-quality based programs and permits and for:  â€¢	directing and tracking the Bureau's budget and expenditures;  â€¢	developing alternative solutions to providing wastewater treatment service; â€¢	representing DEP at public meetings where facilities and service issues are addressed; â€¢	establishing policies and procedures;  â€¢	coaching and evaluating management personnel; and,  â€¢	directing the preparation of statistical and narrative reports including the Annual New York Harbor Water Quality Survey and Discharge Monitoring Reports for submission to City, State, and Federal agencies to comply with regulatory requirements.  The Deputy Commissioner will also be responsible for working with three other major DEP operating bureaus (Water Supply, Water & Sewer Operations, and Engineering Design and Construction) to ensure that DEP optimizes its resources and impact through internal collaboration and strategic p","A valid New York State License as a Professional Engineer is required. In addition, candidates must have six (6) years of full-time paid experience in civil, mechanical, electrical, chemical or air pollution control engineering work, at least two (2) years of which shall have been as an administrative engineer.","Extensive experience in wastewater operations is preferred but not required. The ideal candidate will also demonstrate competency in managing technical operations, including large numbers of engineering and other technical staff. A New York State grade 4A Wastewater Treatment Plant Operator Certificate is desirable.",2015-06-23
192961,DEPT OF HEALTH/MENTAL HYGIENE,"Application Examiner, Office of Vital Records (Corrections and Amendments Unit)",35284,"125 Worth Street, Nyc","**OPEN TO PERMANENT CLERICAL ASSOCIATES ONLY. YOU MUST CLEARLY STATE YOUR CIVIL SERVICE STATUS ON YOUR RESUME OR COVER LETTER.  ALL OTHER RESUMES WILL NOT BE CONSIDERED.  The NYC Department of Health and Mental Hygiene (DOHMH) is an agency recognized worldwide for being a leader in public health.  The Bureau of Vital Statistics is responsible for registering and certifying all birth, deaths, spontaneous and induced terminations of pregnancy in NYC.  The bureau issues, analyzes and reports on 285,000 vital events each year.  The bureau is a very large customer service operation, providing death certification services on a 24/7 basis, issuing more than 900,000 certified copies of birth and death records, and fulfilling hundreds of data requests annually.  The Office of Vital Records has 2 openings for Clerical Associate IV to work in the Corrections Unit.  This position is only open to permanent Clerical Associates.  The Corrections Unit is responsible for processing 35,000 applications annually to correct and amend birth and death certificates.    -	Process birth and death applications for various types of corrections including Adoptions and Paternities.   -	Deliver excellent customer service, including resolving and addressing customer problems.  -	Review confidential documents submitted with application for corrections. 	 -	 Answer and respond to telephone inquiries from other City, State and Federal agencies.  -	Addresses and solves complex problems regarding the correction of certificates.  -	 Perform other related clerical support functions as assigned.",Qualification Requirements  A four-year high school diploma or its educational equivalent approved by a State's department of education or a recognized accrediting organization and one year of satisfactory clerical experience.  Skills Requirement  Keyboard familiarity with the ability to type at a minimum of 100 key strokes (20 words) per minute.,"Experience with computerized systems; Knowledge of detailed record keeping systems; ability to work under pressure; excellent oral, written, administrative and interpersonal skills.",2015-05-08
200997,DEPT OF ENVIRONMENT PROTECTION,"Director, EHS Performance Measurement and Continuous Improvement",63519,59-17 Junction Blvd Corona Ny,"The New York City Department of Environmental Protection (DEP) is seeking to fill the position of Director of Environmental Health and Safety (EHS) Performance Measurement and Strategic Planning .  Under general direction, but with latitude for independent action and judgment, the selected candidate will identify, prioritize and set performance goals , measurements and corrective actions; as well as monitor Agency and Operational (bureau) performance as related to established EHS goals.  The selected candidate will report directly to the Assistant Commissioner of Environmental, Health and Safety.  DEPâ€™s 6,000 employees are dedicated to protecting public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous material pollution. The scale of our organization is unmatched in any other water utility in the nation â€“ each day, DEP delivers one billion gallons of high quality drinking water a day to more than nine million New Yorkers and collects and treats an average of 1.3 billion gallons of wastewater at 14 wastewater treatment plants. DEP is also responsible for enforcing the Cityâ€™s air and noise regulations and is the lead agency for developing and implementing citywide energy policy, particularly as it related to energy generation, transmission, and distribution within the five boroughs. To support these functions, DEP has one of the largest capital construction portfolios in the City, with $11 billion of work under construction and an additional $3 billion in design. The diversity of environmental health and safety policies and programs is significant.   Employee Safety and Environmental Compliance are embedded in DEPâ€™s core values.  The selected candidate will oversee four essential EHS areas.  This encompasses  EHS facility and program assessments, EHS Auditor professional development, EHS performance measurement  and planning, and Process Safety/Risk Management  Program oversight.  Specifically, he/she will:   â€¢   Manage the DEP EHS Assessment Program, which includes development and ongoing      oversight of the EHS Audit and Program Assessment programs, preparing accurate and            timely assessment reports, maintaining the audit schedule, and updating appropriate      assessment protocols.  â€¢   Keep abreast of developments and best practices within the field of EHS assessment and      performance measurement within industry and ensure that DEP auditors have access to      appropriate professional development programs.  â€¢   Develop and improve existing systems which successfully track and report EHS compliance      measurements within bureaus divisions and facilities.  Further, identify and utilize leading      indicators that measure and support effective integration of EHS programs and/or best      practices.  â€¢   Provide agency oversight and support for the Process Safety Management and Risk      Management programs which are implemented and maintained by various operation      bureaus, namely two chlorine facilities.    â€¢  Manage a staff of 9 employees.","1. A baccalaureate degree from an accredited college or university, including or supplemented by 30 credits in the  eh biological and/or physical sciences, and four years of satisfactory full-time experience performing inspections to assure compliance with pertinent laws, rules and regulations governing the areas of food, drugs, and general environmental sanitation, eighteen months of which must have been in an administrative, managerial or executive capacity, or in supervising staff performing food, drug and general environmental sanitation inspectors or related work; or     2. An associate degree from an accredited  college or university, including or supplemented by 12 credits in the biological and/or physical sciences, and six years of satisfactory full-time experience as described in question ''1'' above; or     3. Education and/or experience equivalent to ''1'' or ''2'' above.  However all candidates must have at least 60 credits from an accredited college or university, including 12 credits in the  biological and/or physical sciences, and at least two years of experience as a public health sanitarian, including or supplemented by eighteen months of experience in an administrative, managerial, executive or supervisory capacity as described in ''1'' or ''2'' above.","The selected candidate will have extensive experience in managing a complex function within the field of Environmental, Health and Safety and must have a minimum of 5 years experience in EHS Auditing and/or Hazard Assessments.  The candidate will demonstrate a track record of improving EHS performance measurement and compliance improvement.      â€¢   5+ yearsâ€™ experience working in the field of EHS compliance auditing, assessment, job      hazard assessment and other hands on technical EHS support in an operational         environment.     â€¢   Excellent technical writing skills, including the ability to translate technical information into      reports that are understandable and succinct.   â€¢   Excellent regulatory research skills.  â€¢   Working knowledge of OSHA/PESH, EPA, NYSDEC, FDNY, DOB and all other applicable      Federal, State and local regulations; as well as industry standards and best practices.   â€¢   Must possess and demonstrate the ability to collaborate and facilitate decision making       within a group setting.  â€¢   Excellent interpersonal and verbal communication skills with the ability to communicate at      any level of the organization.   â€¢   Must have demonstrated ability to meet deadlines.  EHS Professional Certification is preferred (e.g. CSP, ASP, CIH, CHMM, etc.)",2015-08-11
200997,DEPT OF ENVIRONMENT PROTECTION,"Director, EHS Performance Measurement and Continuous Improvement",63519,59-17 Junction Blvd Corona Ny,"The New York City Department of Environmental Protection (DEP) is seeking to fill the position of Director of Environmental Health and Safety (EHS) Performance Measurement and Strategic Planning .  Under general direction, but with latitude for independent action and judgment, the selected candidate will identify, prioritize and set performance goals , measurements and corrective actions; as well as monitor Agency and Operational (bureau) performance as related to established EHS goals.  The selected candidate will report directly to the Assistant Commissioner of Environmental, Health and Safety.  DEPâ€™s 6,000 employees are dedicated to protecting public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous material pollution. The scale of our organization is unmatched in any other water utility in the nation â€“ each day, DEP delivers one billion gallons of high quality drinking water a day to more than nine million New Yorkers and collects and treats an average of 1.3 billion gallons of wastewater at 14 wastewater treatment plants. DEP is also responsible for enforcing the Cityâ€™s air and noise regulations and is the lead agency for developing and implementing citywide energy policy, particularly as it related to energy generation, transmission, and distribution within the five boroughs. To support these functions, DEP has one of the largest capital construction portfolios in the City, with $11 billion of work under construction and an additional $3 billion in design. The diversity of environmental health and safety policies and programs is significant.   Employee Safety and Environmental Compliance are embedded in DEPâ€™s core values.  The selected candidate will oversee four essential EHS areas.  This encompasses  EHS facility and program assessments, EHS Auditor professional development, EHS performance measurement  and planning, and Process Safety/Risk Management  Program oversight.  Specifically, he/she will:   â€¢   Manage the DEP EHS Assessment Program, which includes development and ongoing      oversight of the EHS Audit and Program Assessment programs, preparing accurate and            timely assessment reports, maintaining the audit schedule, and updating appropriate      assessment protocols.  â€¢   Keep abreast of developments and best practices within the field of EHS assessment and      performance measurement within industry and ensure that DEP auditors have access to      appropriate professional development programs.  â€¢   Develop and improve existing systems which successfully track and report EHS compliance      measurements within bureaus divisions and facilities.  Further, identify and utilize leading      indicators that measure and support effective integration of EHS programs and/or best      practices.  â€¢   Provide agency oversight and support for the Process Safety Management and Risk      Management programs which are implemented and maintained by various operation      bureaus, namely two chlorine facilities.    â€¢  Manage a staff of 9 employees.","1. A baccalaureate degree from an accredited college or university, including or supplemented by 30 credits in the  eh biological and/or physical sciences, and four years of satisfactory full-time experience performing inspections to assure compliance with pertinent laws, rules and regulations governing the areas of food, drugs, and general environmental sanitation, eighteen months of which must have been in an administrative, managerial or executive capacity, or in supervising staff performing food, drug and general environmental sanitation inspectors or related work; or     2. An associate degree from an accredited  college or university, including or supplemented by 12 credits in the biological and/or physical sciences, and six years of satisfactory full-time experience as described in question ''1'' above; or     3. Education and/or experience equivalent to ''1'' or ''2'' above.  However all candidates must have at least 60 credits from an accredited college or university, including 12 credits in the  biological and/or physical sciences, and at least two years of experience as a public health sanitarian, including or supplemented by eighteen months of experience in an administrative, managerial, executive or supervisory capacity as described in ''1'' or ''2'' above.","The selected candidate will have extensive experience in managing a complex function within the field of Environmental, Health and Safety and must have a minimum of 5 years experience in EHS Auditing and/or Hazard Assessments.  The candidate will demonstrate a track record of improving EHS performance measurement and compliance improvement.      â€¢   5+ yearsâ€™ experience working in the field of EHS compliance auditing, assessment, job      hazard assessment and other hands on technical EHS support in an operational         environment.     â€¢   Excellent technical writing skills, including the ability to translate technical information into      reports that are understandable and succinct.   â€¢   Excellent regulatory research skills.  â€¢   Working knowledge of OSHA/PESH, EPA, NYSDEC, FDNY, DOB and all other applicable      Federal, State and local regulations; as well as industry standards and best practices.   â€¢   Must possess and demonstrate the ability to collaborate and facilitate decision making       within a group setting.  â€¢   Excellent interpersonal and verbal communication skills with the ability to communicate at      any level of the organization.   â€¢   Must have demonstrated ability to meet deadlines.  EHS Professional Certification is preferred (e.g. CSP, ASP, CIH, CHMM, etc.)",2015-08-11
201019,DEPT OF HEALTH/MENTAL HYGIENE,"Complaint Response Investigator, Bureau of Childcare",36577,"125 Worth Street, Nyc","The Bureau of Child Care is the regulatory agency for childcare services (public/private) operating within New York City.  The Bureau regulates Group Child Care and Summer Camps as provided for in the New York City Health Code Article 47 and provides licensing and registration services for Group Family Child Care, Family Child Care and School-Age Care as regulated under NYS social services law.  The bureau is committed to ensuring a safe and healthy environment for all children in child care.     DUTIES WILL INCLUDE BUT NOT BE LIMITED TO:   --Perform thorough investigations of complaints associated with child care programs throughout the five boroughs.  -- Conduct inspections for regulatory compliance beyond the scope of the complaint investigation for programs so being investigated.  -- Conduct interviews with child care operators, staff, witness, families and children involved in complaints involving allegations of inadequate supervision, injuries, abuse and maltreatment of children while in child care.  -- Examine and analyze records and files of the child care program to ensure compliance with regulations.  -- Is required to attend mandated meetings at provider agencies, testify at hearings and in court proceedings throughout the five boroughs.  -- Must ensure accuracy of data before information is shared electrionically.  -- Responsible for the maintenance of confidential records/files for all investigations performed., Must be prepared to produce all required records and evidence to substantiate related legal processes.","1. A four-year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization, and three years of satisfactory full-time  experience as an investigator evaluating credit worthiness, searching for assets, verifying information concerning education, experience, and other personal qualifications bearing upon character and fitness for employment; or performing investigations involving the research, compilation and/or location of evidence or information in order to build a case or uncover activities of a criminal, corrupt, unlawful or unethical nature; or    2. An associate degree from an accredited college or university or 60 semester credits from an accredited college and two years of satisfactory full time experience as described in â€œ1â€ above; or    3. A baccalaureate degree from an accredited college or university; or    4. A satisfactory combination of education and/or experience equivalent to â€œ1â€, â€œ2â€, or â€œ3â€ above.",Good observational skills; Strong analytical skills; Ability to deduce potential impacts of conditions or assess risk; Excellent writing skills including the ability to adequately describe observations in detail; Background in child protective services; Computer skills including the use of mobile computing devices.,2015-07-20
193109,DEPT OF INFO TECH & TELECOMM,311 Call Center Manager,53373,59 Maiden Lane,"The successful candidate will serve as a 311 Call Center Manager. Responsibilities will include: manage a team of supervisors, team leaders, and call center representatives; monitor Call Center operations by managing and elevating risks and resolving issues; identify training and coaching needs to ensure quality customer service; oversee preparation of statistical reports, administrative reports, and analysis utilizing advanced functions of Microsoft Office programs and call center technologies; recommend improved business processes and operational efficiencies; develop project plans and detailed documentation; establish and maintain cooperative relationships with executive management and support teams concerning implementation and coordination of Call Center services; conduct meetings and presentations; utilize automated systems, social media tools, and business intelligence applications to support data-driven strategies; serve as a liaison on behalf of 311 with internal and external entities; and oversee special projects as assigned.","1. A baccalaureate degree from an accredited college and four years of satisfactory, full-time progressively responsible clerical/administrative experience requiring independent decision-making concerning program management or planning, allocation for resources and the scheduling and assignment of work, 18 months of which must have been in an administrative, managerial, executive or supervisory capacity. The supervisory work must have been in the supervision of staff performing clerical/administrative work of more than moderate difficulty; or  2. An associate degree or 60 semester credits from an accredited college and five years of satisfactory, full-time progressively responsible experience as described in ''1'' above, 18 months of which must have been in an administrative, managerial, executive or supervisory capacity. The supervisory work must have been in the supervision of staff performing clerical/administrative work of more than moderate difficulty; or  3. A four-year high school diploma or its educational equivalent and six years of  satisfactory, full-time progressively responsible experience as described in ''1''  above, 18 months of which must have been in an administrative, managerial,  executive or supervisory capacity. The supervisory work must have been in the  supervision of staff performing clerical/administrative work of more than  moderate difficulty; or  4. Education and/or experience equivalent to ''1'', ''2'' or ''3'' above. However, all  candidates must possess the 18 months of administrative, managerial, executive or supervisory experience as described in ''1'', ''2'' or ''3'' above. Education above  the high school level may be substituted for the general clerical/administrative  experience (but not for the administrative, managerial, executive or supervisory  experience described in ''1'', ''2'' or ''3'' above) at a rate of 30 semester credits  from an accredited college for 6 months of experience up to a maximum of 3Â½  years.","The preferred candidate should possess the following: 3+ years experience serving as an ACCR  Level 2 or Call Center Supervisor at NYC 311; professional experience managing or supervising work teams in a large Call Center environment; demonstrated ability to motivate and develop team members; outstanding collaboration and leadership skills; demonstrated knowledge of call center best practices, call center key performance indicators, business drivers, call center telephony, and application technologies; advanced knowledge of Microsoft Office programs such as Word, Excel, Access, Visio, Project, and PowerPoint; strong knowledge of online trends and social media tools; strong business writing and business math skills; strong customer and quality focus; excellent planning and problem solving skills; advanced project management skills; superior organization, presentation, and facilitation skills; ability to manage multiple tasks simultaneously with tight deadlines; and ability to interface effectively with executive level management. Prior work experience as a Call Center Manager or Call Center Supervisor is essential for this position.",2015-05-11
